easting,northing,porosity,permeability,Poisson's ratio,Young's Modulus,water saturation,oil saturation,proppant weight (lbs),pump rate (cubic feet/min),name,cumulative production,well length (ft),frac stages,total proppant (lbs),total pump rate (cubic feet/min)
68271.0,22300.0,0.1,0.054000000000000006,0.33,9208457.131000001,0.1310456811775716,0.8689543188224285,605781.342007409,180.79180168307832,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
68369.0,22300.0,0.08,0.03,0.33,9199364.204,0.1313882751147128,0.8686117248852872,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
68468.0,22300.0,0.11,0.051,0.33,9190414.618999999,0.13173598494956773,0.8682640150504323,645221.8284145312,185.7255627792817,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
68567.0,22300.0,0.06,0.013000000000000001,0.33,9181609.982,0.13208883101281196,0.867911168987188,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
68665.0,22300.0,0.09,0.04,0.33,9172951.831,0.1324468315174907,0.8675531684825093,381500.91001213616,282.532952126802,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
68764.0,22300.0,0.09,0.043,0.33,9164441.63,0.13281000248886982,0.8671899975111301,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
68863.0,22300.0,0.11,0.057,0.33,9156080.768,0.13317835769768227,0.8668216423023177,742727.3951766775,346.1549937347834,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
68961.0,22300.0,0.08,0.028999999999999998,0.33,9147870.561,0.1335519085970511,0.8664480914029489,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
69060.0,22300.0,0.08,0.026000000000000002,0.33,9139812.245,0.1339306642633311,0.8660693357366689,1312348.2962794837,264.04060841781,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
69159.0,22300.0,0.08,0.026000000000000002,0.33,9131906.979,0.1343146313411911,0.8656853686588089,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
69257.0,22300.0,0.07,0.021,0.33,9124155.841,0.13470381399329312,0.8652961860067069,1088547.5204876077,174.4339281697135,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
69356.0,22300.0,0.09,0.023,0.33,9116559.826,0.135098213854535,0.864901786145465,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
69455.0,22300.0,0.09,0.031,0.33,9109119.849,0.13549782999150822,0.8645021700084918,1115127.0894032859,256.60937184105785,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
69553.0,22300.0,0.11,0.069,0.33,9101836.738,0.13590265886692998,0.86409734113307,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
69652.0,22300.0,0.1,0.035,0.33,9094711.241,0.13631269430956336,0.8636873056904366,601673.3937611559,264.208881188146,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
69751.0,22300.0,0.05,0.006999999999999999,0.32899999999999996,9087744.016,0.1367279274897013,0.8632720725102987,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
69849.0,22300.0,0.05,0.006999999999999999,0.32899999999999996,9087744.016,0.1367279274897013,0.8632720725102987,857241.9104813037,295.77892658223135,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
69948.0,22300.0,0.09,0.033,0.32899999999999996,9080935.639,0.13714834690011998,0.8628516530998801,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
70047.0,22300.0,0.1,0.037000000000000005,0.32899999999999996,9074286.597000001,0.13757393834304585,0.8624260616569541,554778.2508722412,250.42842105447303,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
70145.0,22300.0,0.09,0.04,0.32899999999999996,9067797.293,0.13800468492280615,0.8619953150771938,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
70244.0,22300.0,0.09,0.037000000000000005,0.32899999999999996,9061468.041000001,0.13844056704434898,0.8615594329556511,179669.03728294533,237.01514345666092,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
70343.0,22300.0,0.09,0.027000000000000003,0.32899999999999996,9055299.071,0.13888156241775468,0.8611184375822454,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
70441.0,22300.0,0.07,0.013999999999999999,0.32899999999999996,9049290.526,0.13932764606856046,0.8606723539314396,345358.39876301517,359.2338998340568,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
70540.0,22300.0,0.08,0.031,0.32899999999999996,9043442.462000001,0.13977879035400134,0.8602212096459987,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
70639.0,22300.0,0.09,0.027999999999999997,0.32899999999999996,9037754.851,0.14023496498488666,0.8597650350151134,686998.7535117089,352.48035733840555,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
70737.0,22300.0,0.08,0.023,0.32899999999999996,9032227.581,0.14069613705326792,0.8593038629467321,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
70836.0,22300.0,0.07,0.016,0.32899999999999996,9026860.454,0.14116227106558546,0.8588377289344146,901011.4245776036,284.83560133173484,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
70935.0,22300.0,0.07,0.022000000000000002,0.32899999999999996,9021653.191,0.14163332898121625,0.8583666710187837,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
71033.0,22300.0,0.08,0.032,0.32899999999999996,9016605.43,0.14210927025614647,0.8578907297438535,936369.1626986287,282.75891383046434,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
71132.0,22300.0,0.09,0.035,0.32899999999999996,9011716.731,0.14259005189179474,0.8574099481082053,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
71231.0,22300.0,0.06,0.017,0.32899999999999996,9006986.572999999,0.14307562848835936,0.8569243715116406,1002582.5518096087,223.69357707809917,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
71329.0,22300.0,0.09,0.034,0.32899999999999996,9002414.357,0.14356595230291128,0.8564340476970888,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
71428.0,22300.0,0.08,0.025,0.32899999999999996,8997999.41,0.1440609733116121,0.855939026688388,1040714.1020400164,301.53560206933344,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
71527.0,22300.0,0.09,0.034,0.32799999999999996,8993740.982,0.1445606392759421,0.8554393607240579,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
71625.0,22300.0,0.1,0.045,0.32799999999999996,8989638.252999999,0.1450648958125667,0.8549351041874333,675926.1825234968,312.1343305806438,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
71724.0,22300.0,0.09,0.032,0.32799999999999996,8985690.331,0.14557368646664404,0.8544263135333559,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
71823.0,22300.0,0.11,0.059000000000000004,0.32799999999999996,8981896.257000001,0.14608695278821374,0.8539130472117863,759596.7909599344,215.57485428304645,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
71921.0,22300.0,0.09,0.031,0.32799999999999996,8978255.004,0.14660463441117438,0.8533953655888256,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
72020.0,22300.0,0.1,0.039,0.32799999999999996,8974765.481,0.14712666913485986,0.8528733308651402,514898.8220894177,287.9900917861853,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
72119.0,22300.0,0.07,0.024,0.32799999999999996,8971426.535,0.14765299300765014,0.8523470069923498,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
72217.0,22300.0,0.08,0.026000000000000002,0.32799999999999996,8968236.953,0.14818354041236892,0.8518164595876311,671446.5926099453,322.8592811983576,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
72316.0,22300.0,0.09,0.033,0.32799999999999996,8965195.464,0.14871824415309706,0.8512817558469029,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
72415.0,22300.0,0.08,0.028999999999999998,0.32799999999999996,8962300.743999999,0.14925703554319136,0.8507429644568086,1440594.6744320027,363.0253264435427,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
72513.0,22300.0,0.07,0.02,0.32799999999999996,8959551.412,0.14979984449414374,0.8502001555058563,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
72612.0,22300.0,0.09,0.034,0.32799999999999996,8956946.04,0.15034659960489224,0.8496534003951077,370490.8039962325,260.55095344583265,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
72711.0,22300.0,0.08,0.027999999999999997,0.32799999999999996,8954483.149,0.15089722825152568,0.8491027717484743,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
72809.0,22300.0,0.07,0.024,0.32799999999999996,8952161.216,0.15145165667672705,0.8485483433232729,1400946.787622113,281.1295222367757,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
72908.0,22300.0,0.07,0.025,0.32799999999999996,8949978.674,0.1520098100792426,0.8479901899207574,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
73007.0,22300.0,0.07,0.017,0.32799999999999996,8947933.915,0.15257161270245856,0.8474283872975414,526716.5566613643,315.73486607872746,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
73105.0,22300.0,0.08,0.026000000000000002,0.32799999999999996,8946025.292000001,0.15313698792243866,0.8468630120775613,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
73204.0,22300.0,0.08,0.033,0.32799999999999996,8944251.122000001,0.15370585833483627,0.8462941416651637,279994.20386916393,269.24571286706646,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
73303.0,22300.0,0.1,0.045,0.32799999999999996,8942609.687,0.1542781458405596,0.8457218541594405,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
73401.0,22300.0,0.08,0.028999999999999998,0.32799999999999996,8941099.238,0.1548537717301188,0.8451462282698812,694763.4858866838,256.51114460965044,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
73500.0,22300.0,0.09,0.031,0.32799999999999996,8939717.996,0.15543265676628204,0.844567343233718,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
73599.0,22300.0,0.09,0.037000000000000005,0.32799999999999996,8938464.154,0.15601472126503094,0.8439852787349691,895050.7436073127,301.65918564720334,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
73697.0,22300.0,0.09,0.04,0.32799999999999996,8937335.882000001,0.15659988517464013,0.8434001148253598,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
73796.0,22300.0,0.07,0.021,0.327,8936331.324,0.15718806815256375,0.8428119318474363,675471.9967767318,278.60509343563166,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
73894.0,22300.0,0.09,0.027999999999999997,0.327,8935448.604,0.1577791896405102,0.8422208103594898,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
73993.0,22300.0,0.08,0.028999999999999998,0.327,8934685.828,0.15837316893687758,0.8416268310631224,432008.81595435314,425.0041350394457,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
74092.0,22300.0,0.08,0.024,0.327,8934041.082999999,0.15896992526713866,0.8410300747328614,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
74190.0,22300.0,0.09,0.035,0.327,8933512.442,0.15956937785178965,0.8404306221482103,749380.233603786,249.9560408928823,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
74289.0,22300.0,0.09,0.028999999999999998,0.327,8933097.965,0.16017144597173702,0.839828554028263,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
74388.0,22300.0,0.08,0.023,0.327,8932795.697,0.1607760490313231,0.839223950968677,836814.2758029994,302.15467539837744,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
74486.0,22300.0,0.08,0.026000000000000002,0.327,8932603.677000001,0.16138310661870828,0.8386168933812918,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
74585.0,22300.0,0.12,0.061,0.327,8932519.933,0.16199253856380294,0.8380074614361971,1068928.606016872,250.2644375558309,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
74684.0,22300.0,0.08,0.024,0.327,8932542.488,0.1626042649936748,0.8373957350063252,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
74782.0,22300.0,0.09,0.040999999999999995,0.327,8932669.357,0.16321820638523013,0.8367817936147699,1530064.4691451248,376.2000194985665,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
74881.0,22300.0,0.08,0.025,0.327,8932898.553,0.16383428361551364,0.8361657163844863,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
74980.0,22300.0,0.1,0.047,0.327,8933228.088,0.1644524180095485,0.8355475819904515,973392.9908425348,353.6233163420349,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
75078.0,22300.0,0.11,0.068,0.327,8933655.968,0.16507253138543931,0.8349274686145607,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
75177.0,22300.0,0.11,0.042,0.327,8934180.204,0.16569454609725065,0.8343054539027493,338372.7731624301,403.72104825818496,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
75276.0,22300.0,0.1,0.043,0.327,8934798.804,0.16631838507537824,0.8336816149246218,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
75374.0,22300.0,0.08,0.027000000000000003,0.327,8935509.782,0.16694397186452845,0.8330560281354715,692690.6931066244,312.3185502037422,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
75473.0,22300.0,0.07,0.024,0.327,8936311.152,0.16757123065941895,0.8324287693405811,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
75572.0,22300.0,0.09,0.036000000000000004,0.327,8937200.933,0.1682000863382816,0.8317999136617185,359221.87764241244,225.62265483901848,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
75670.0,22300.0,0.09,0.034,0.327,8938177.152,0.16883046449394462,0.8311695355060553,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
75769.0,22300.0,0.08,0.03,0.327,8939237.838,0.1694622914631211,0.8305377085368789,896371.3936540155,388.980719012724,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
75868.0,22300.0,0.09,0.04,0.327,8940381.03,0.170095494353224,0.8299045056467758,,,Tarragon 4-119H,81324.0,9768.0,50.0,37468940.14632863,14418.108870350265
74200.0,72800.0,0.05,0.008,0.366,9637039.181,0.14314668903396846,0.8568533109660316,846300.5037941093,307.38583385106165,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
74285.0,72800.0,0.06,0.015,0.365,9648252.418,0.14261144382296276,0.8573885561770372,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
74370.0,72800.0,0.04,0.006,0.365,9659361.938,0.14206485426450116,0.8579351457354989,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
74454.0,72800.0,0.04,0.006999999999999999,0.365,9670366.15,0.14150706250069436,0.8584929374993057,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
74539.0,72800.0,0.04,0.006999999999999999,0.365,9670366.15,0.14150706250069436,0.8584929374993057,972016.7912178987,280.6035005897636,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
74624.0,72800.0,0.06,0.015,0.364,9681263.537,0.14093820878940225,0.8590617912105978,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
74709.0,72800.0,0.06,0.013000000000000001,0.364,9692052.652999999,0.14035843158457134,0.8596415684154286,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
74793.0,72800.0,0.04,0.006999999999999999,0.364,9702732.122000001,0.1397678676165972,0.8602321323834028,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
74878.0,72800.0,0.04,0.006,0.363,9713300.636,0.1391666519718057,0.8608333480281943,675654.9693273556,255.89525602756748,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
74963.0,72800.0,0.05,0.01,0.363,9723756.952,0.13855491817122514,0.8614450818287749,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
75048.0,72800.0,0.05,0.01,0.363,9723756.952,0.13855491817122514,0.8614450818287749,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
75132.0,72800.0,0.06,0.018000000000000002,0.363,9734099.893,0.1379327982480919,0.8620672017519081,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
75217.0,72800.0,0.05,0.009000000000000001,0.36200000000000004,9744328.344,0.1373004228240991,0.862699577175901,268762.9996448133,235.7774467049136,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
75302.0,72800.0,0.07,0.018000000000000002,0.36200000000000004,9754441.251,0.13665792118421935,0.8633420788157806,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
75387.0,72800.0,0.06,0.015,0.361,9764437.618999999,0.13600542135000285,0.8639945786499972,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
75471.0,72800.0,0.04,0.008,0.361,9774316.509,0.1353430501511424,0.8646569498488577,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
75556.0,72800.0,0.04,0.006999999999999999,0.361,9784077.038999999,0.13467093329552007,0.8653290667044801,385325.60901252716,290.84403223734864,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
75641.0,72800.0,0.04,0.006999999999999999,0.361,9784077.038999999,0.13467093329552007,0.8653290667044801,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
75726.0,72800.0,0.06,0.011000000000000001,0.36,9793718.383,0.13398919543755758,0.8660108045624424,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
75811.0,72800.0,0.06,0.013000000000000001,0.36,9803239.764,0.13329796024490784,0.8667020397550922,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
75895.0,72800.0,0.03,0.003,0.36,9812640.457999999,0.1325973504634883,0.8674026495365117,1482165.595362874,264.3365039346445,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
75980.0,72800.0,0.04,0.005,0.359,9821919.79,0.13188748798082015,0.8681125120191798,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
76065.0,72800.0,0.07,0.017,0.359,9831077.135,0.13116849388791746,0.8688315061120826,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
76150.0,72800.0,0.07,0.017,0.359,9831077.135,0.13116849388791746,0.8688315061120826,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
76234.0,72800.0,0.03,0.005,0.359,9840111.911,0.1304404885394808,0.8695595114605192,1501732.2742783108,377.1896495843772,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
76319.0,72800.0,0.04,0.006999999999999999,0.358,9849023.585,0.12970359161283376,0.8702964083871663,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
76404.0,72800.0,0.06,0.013999999999999999,0.358,9857811.665,0.1289579221649638,0.8710420778350362,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
76489.0,72800.0,0.05,0.011000000000000001,0.35700000000000004,9866475.703,0.1282035986887184,0.8717964013112816,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
76573.0,72800.0,0.04,0.005,0.35700000000000004,9875015.293,0.12744073916732873,0.8725592608326713,1508445.5825465757,315.4053903645847,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
76658.0,72800.0,0.06,0.013000000000000001,0.35700000000000004,9883430.067,0.12666946112775665,0.8733305388722433,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
76743.0,72800.0,0.06,0.013000000000000001,0.35700000000000004,9883430.067,0.12666946112775665,0.8733305388722433,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
76828.0,72800.0,0.04,0.006,0.35600000000000004,9891719.697,0.12588988169279888,0.8741101183072011,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
76912.0,72800.0,0.06,0.013999999999999999,0.35600000000000004,9899883.893,0.1251021176322263,0.8748978823677737,892723.7881983649,275.00094095797544,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
76997.0,72800.0,0.06,0.012,0.355,9907922.4,0.12430628541261254,0.8756937145873874,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
77082.0,72800.0,0.05,0.01,0.355,9915834.999,0.12350250124631125,0.8764974987536888,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
77167.0,72800.0,0.06,0.015,0.355,9923621.506000001,0.12269088113945875,0.8773091188605413,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
77252.0,72800.0,0.05,0.01,0.354,9931281.769,0.12187154093907065,0.8781284590609294,32137.5964429911,342.40503950151816,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
77336.0,72800.0,0.05,0.01,0.354,9931281.769,0.12187154093907065,0.8781284590609294,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
77421.0,72800.0,0.05,0.011000000000000001,0.354,9938815.667000001,0.12104459637930462,0.8789554036206954,,,Fennel 10-129H,15600.0,8392.0,25.0,20937723.736217305,7267.129256382844
